ORIGSA1_2021,DESTSA1_2021,Predicted_Prob,Predicted_Flow
11703132920,11703133321,0.080406845,37.556995
11703132920,11703133322,0.0,0.0
11703132920,11703133323,0.0,0.0
11703132920,11703133328,0.0,0.0
11703132920,11703164402,0.0,0.0
11703132920,11703164418,0.0,0.0
11703132921,11703132901,0.0,0.0
11703132921,11703132906,0.0,0.0
11703132921,11703132907,0.0,0.0
11703132921,11703132910,0.0,0.0
11703132921,11703132911,0.0,0.0
11703132921,11703132921,0.0,0.0
11703132921,11703132922,0.40693593,153.63568
11703132921,11703132923,0.447335,168.88806
11703132921,11703132924,0.0,0.0
11703132921,11703132925,0.0,0.0
11703132921,11703132926,0.0,0.0
11703132921,11703132927,0.0,0.0
11703132921,11703132928,0.1457291,55.018955
11703132921,11703133321,0.0,0.0
11703132921,11703133322,0.0,0.0
11703132921,11703133352,0.0,0.0
11703132922,11703132901,0.0,0.0
11703132922,11703132902,0.0,0.0
11703132922,11703132906,0.0,0.0
11703132922,11703132907,0.1196118,42.686924
11703132922,11703132908,0.0,0.0
11703132922,11703132909,0.048592985,17.34181
11703132922,11703132910,0.08921617,31.839367
11703132922,11703132911,0.123368084,44.027462
11703132922,11703132919,0.0,0.0
11703132922,11703132920,0.0,0.0
11703132922,11703132921,0.120207965,42.899685
11703132922,11703132922,0.0,0.0
11703132922,11703132923,0.45705527,163.11337
11703132922,11703132924,0.0,0.0
11703132922,11703132925,0.041947782,14.970277
11703132922,11703132926,0.0,0.0
11703132922,11703132927,0.0,0.0
11703132922,11703132928,0.0,0.0
11703132922,11703133321,0.0,0.0
11703132923,11703132901,0.256088,92.36428
11703132923,11703132902,0.0,0.0
11703132923,11703132903,0.0,0.0
11703132923,11703132906,0.0,0.0
11703132923,11703132907,0.0,0.0
11703132923,11703132910,0.0,0.0
11703132923,11703132911,0.0,0.0
11703132923,11703132912,0.0,0.0
11703132923,11703132913,0.0,0.0
11703132923,11703132914,0.0,0.0
11703132923,11703132921,0.35435268,127.8058
11703132923,11703132922,0.0,0.0
11703132923,11703132923,0.0,0.0
11703132923,11703132924,0.0,0.0
11703132923,11703132925,0.0,0.0
11703132923,11703132926,0.043502927,15.690375
11703132923,11703132927,0.08542058,30.808983
11703132923,11703132928,0.18597382,67.07593
11703132923,11703133321,0.0,0.0
11703132923,11703133322,0.0,0.0
11703132923,11703133333,0.07466212,26.928686
11703132923,11703133334,0.0,0.0
11703132923,11703133336,0.0,0.0
11703132923,11703133337,0.0,0.0
11703132923,11703133351,0.0,0.0
11703132923,11703133352,0.0,0.0
11703132923,11801134501,0.0,0.0
11703132923,11801134504,0.0,0.0
11703132923,11801134536,0.0,0.0
11703132924,11703132907,0.0,0.0
11703132924,11703132910,0.0,0.0
11703132924,11703132911,0.0,0.0
11703132924,11703132919,0.0,0.0
11703132924,11703132920,0.0,0.0
11703132924,11703132921,0.0,0.0
11703132924,11703132922,0.28296012,0.0
11703132924,11703132923,0.0,0.0
11703132924,11703132924,0.0,0.0
11703132924,11703132925,0.58935755,0.0
11703132924,11703132927,0.0,0.0
11703132924,11703132928,0.12768239,0.0
11703132924,11703133321,0.0,0.0
11703132924,11703133322,0.0,0.0
11703132924,11703133352,0.0,0.0
11703132925,11703132902,0.0,0.0
11703132925,11703132907,0.062042266,28.073631
11703132925,11703132908,0.0,0.0
11703132925,11703132909,0.0,0.0
